product_name,product_price,Rate,Review,text,labels,sentiment_code
pigeon favourite electric kettle15 l silver black,699.0,4.0,worth the money,nice quality,positive,2
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,5.0,awesome,excellent performancevalue for money,positive,2
prestige cleanhome fruit and vegetable cleaner p0z 10  230 volts food processorwhite and blue,2695.0,4.0,nice product,working fine,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,terrific purchase,its sound plus its bass are quiet good and to add more to that it design is superb a very nice mid range headphones by boat,positive,2
usha fp 3810 1000 w food processorblack silver,9990.0,4.0,wonderful,reviewing after a month use the numbers on the turning switch have started to vanish also the turning switch has no proper grip while we use with wet hands it is slipping the product is amazing slicing of veggies is super fast hope the blades last for a longer period and i am a bit worried about the spares of this product hoping that it would be available all the time,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,must buy,best product go for it guys,positive,2
prestige prwo 182 electric rice cooker with steaming feature18 l white,2454.0,1.0,cooker brand,just started using it and it leaks all over the place prestige is known for its kitchenware i bought it with the brand conscience but was disappointed to have bought it online sorry to have bought it,negative,0
rixen cricket net 20x10 feet cricket netblue,349.0,2.0,could be way better,not good,negative,0
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,1.0,absolute rubbish,outer body material is of low quality and heating issue is there,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,must buy,good speaker in budget and really smart as compared to alexa,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,terrific,good product and good quality with flipkart extremely good service thanks flipkart,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,2.0,not good,waste product dont buyit is spoiling food at bottom of the vessel water rice ratio is full different really so bad waste of money but looking good but no use,negative,0
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,delightful,good,positive,2
sulfur best buy ultra dj sound blast portable best bluetoothwith super deep bass wireless rechargeable dj sound bluetooth extra baas stereo sound quality led colour changing lights  mini home theatre speaker support tfusbpen driveaux slot 10 w bluetooth car speakerblack stereo channel,499.0,1.0,unsatisfactory,not working,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,super,thanks job,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,3.0,decent product,stitch quality bad but overall good product thanks flipkart,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,5.0,excellent,im using this product for my tv as well as a perfect alternative to my small bluetooth speaker its very handy and the sound quality is much better than other bluetooth small speakers,positive,2
prestige atlas delight electric rice cooker18 l blue,2399.0,5.0,awesome,its good for a single person its small in size as it is 1 ltr cook time 20 mins go for 15 or 18 ltr if you cook for 2 or 3 persons,positive,2
prestige cleanhome fruit and vegetable cleaner p0z 10  230 volts food processorwhite and blue,2695.0,5.0,highly recommended,amazing product its working is working we found out that bhindi has color and all different sticky things mixed in veggiesjust the smell makes me a bit dizzy since i am a bit sensitive to few allergies so i onn the machine let it do its work and stay out of the open well ventilated kitchen and enter when its done its a must have in every home,positive,2
bosch sms66gw01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,42000.0,5.0,highly recommended,fine and dependable machine,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,awesome,product is excellent,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,perfect product,nice product its worth of money,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,terrific purchase,awesome product by google,positive,2
stylera 5 pair anti cutting cut resistant hand safety gloves cutproof protection with rubber grade wet and dry glove nylon rubber  safety gloves10,236.0,1.0,unsatisfactory,bad quality,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,excellent,as expected from google product loud and clear sound effects within small and compact designed modem,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,classy product,all over great camera nice quality of pictures i took and auto focus mode is work just awesome,positive,2
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,5.0,perfect product,gone is the tension of having to wash the dishes to make the job much better,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,1.0,horrible,very poor chimney vibrate so much i wanted to replace,negative,0
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,terrific,nice,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,great product,good product,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,5.0,super,great quality product worth for money,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,brilliant,excellent product in this price rang i m in love with this product,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,wonderful,except noise everything is going well,positive,2
i kall ik22 40 w bluetooth home theatreblack 21 channel,1499.0,5.0,super,very nice,positive,2
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,5.0,excellent,this review is after usage of 10 months1 it definitely saved our marriage without maid2 worth a buy for 2 people also 3 you might need to invest in ss utensils glassetc and and ditch aluminumwe bought midea after a long research of 3 months comparing with bosch lg etc you get better than what you pay fori used with both tablets and powder but tablet works the best i use finish tablet and you get to understand where to put which utensil itll take a bit of experience to,positive,2
wd elements 2 tb wired external hard disk drive hddblack,5499.0,5.0,brilliant,ive bought it one week ago its so lighter and can carry in jeans back pocket speed in usb20 was very slow it was around 2025mbps but in usb30 port the transfer speed is like rocketaround 100120mbps thank you flipkart for this great deal and on time delivery got it in 3478 in a offer sale,positive,2
ifb neptune sx1 free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,44490.0,5.0,just wow,great product have been using for more than 6 months now and no issues at all,positive,2
qiisx motorcycle detachable mask goggle outdoor bicycles dirtbike goggles windproof moto open face helmet cross masks glasses bike offroad racing glasses motorcycle riding goggles off road riding color eye wear glasses full face mask goggles bike offroad racing glasses blowtorch safety goggle blowtorch  safety gogglefreesize,427.0,5.0,brilliant,very good,positive,2
voltas beko dt8b free standing 8 place settings intensive kadhai cleaning no prerinse required dishwasher,20990.0,5.0,best in the market,in starting regarding installationa bitt frustrating but as a product wise its marvellous a loving part of our kitchenthank voltasand flipcart to provide this to us,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,3.0,good,fan is good but getting noise on low speed,neutral,1
sulfur best buy ultra dj sound blast portable best bluetoothwith super deep bass wireless rechargeable dj sound bluetooth extra baas stereo sound quality led colour changing lights  mini home theatre speaker support tfusbpen driveaux slot 10 w bluetooth car speakerblack stereo channel,499.0,5.0,best in the market,nice,positive,2
crompton hill briz deco 1200 mm 3 blade ceiling fansmoked brown pack of 1,1799.0,3.0,nice,not good no speed,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,1.0,terrible product,very bad product 5 day lasting,negative,0
airtel dth settop box airtel tv airtel set up box airtel hd tv remote controllerblack,215.0,5.0,simply awesome,nice,positive,2
sulfur best buy ultra dj sound blast portable best bluetoothwith super deep bass wireless rechargeable dj sound bluetooth extra baas stereo sound quality led colour changing lights  mini home theatre speaker support tfusbpen driveaux slot 10 w bluetooth car speakerblack stereo channel,499.0,3.0,good,good,positive,2
adroitz superior quality anti cut safety hand glove13 nylon synthetic latex  safety gloves8,209.0,5.0,simply awesome,nice gloves i used for best value for money i recommend to buy this gloves friends,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,4.0,worth the money,product is good but packaging is bad,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,4.0,nice product,good product,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,brilliant,nice product,positive,2
oneplus bullets wireless z2 with fast charge 30 hrs battery life earphones with mic bluetooth headsetmagico black in the ear,1999.0,5.0,awesome,its very good product,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,4.0,worth the money,nice product,positive,2
airtel airtel universal setup box remote digital setup box universal remote airtel remote controllerblack,209.0,4.0,good choice,ok ok type,neutral,1
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,worth the money,very nice,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,very good,superrrrrr,positive,2
the sharp club sh2004bk steel toe leather safety shoeblack s1,749.0,4.0,valueformoney,super,positive,2
mivi roam2 5 w bluetooth speakerblack mono channel,1099.0,5.0,classy product,nice sound quality and bass,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,must buy,best,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,mindblowing purchase,nice product,positive,2
adonai pot15lpink rice cooker food steamer travel cooker slow cooker electric pressure cooker15 l pink,599.0,5.0,fabulous,working is good,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,perfect product,good product as all know,positive,2
glen ispa 90 bl auto clean wall mounted chimneyblack 1050 cmh,11999.0,5.0,excellent,good,positive,2
candes florence 1200 mm energy saving 3 blade ceiling fansilver blue pack of 2,2879.0,5.0,highly recommended,this fan is looking so beautifulit has very high speed its a good celling fan,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,pretty good,good produt,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,4.0,good quality product,quality matched with price,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,best in the market,good for you and the truth about it and easy access to the mobile phone good sounds like this earphones,positive,2
airtel dth settop box airtel tv airtel set up box airtel hd tv remote controllerblack,215.0,5.0,fabulous,good,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,excellent,its excellent product from crompton superb cooling without any sound light weight beautifully designed very good qualitythanks flipkart for amazing producti am satisfied with this purchase thanks a lot to seller and flipkart,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,1.0,worthless,worst product,negative,0
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,1.0,utterly disappointed,its very bad product settings problem sound was not expectabland also no return available pls any body dnt purchase this product from flupkart,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,highly recommended,good quality,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,3.0,good,good,positive,2
voltas beko df14w free standing 14 place settings intensive kadhai cleaning no prerinse required dishwasher,31590.0,5.0,mindblowing purchase,simple to use,positive,2
sulfur best buy ultra dj sound blast portable best bluetoothwith super deep bass wireless rechargeable dj sound bluetooth extra baas stereo sound quality led colour changing lights  mini home theatre speaker support tfusbpen driveaux slot 10 w bluetooth car speakerblack stereo channel,499.0,5.0,simply awesome,very nice product and nice sound quality,positive,2
bluechip 100 copper bl72smarttv32amp tv voltage stabilizer for led tvsmart tv up to 72  inches  set top box  home theater  with 3 years warranty  100 copper black gold,1547.0,5.0,excellent,nice stabilizer its important to have a stabilizer for long life of the tv sturdy and goodlooking go for it,positive,2
bluechip bl55smarttv21amp tv voltage stabilizer for led tvsmart tv up to 55 inches  set top box  home theaterseagreen,1401.0,5.0,terrific,super,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,fabulous,loving it compared to first generation home mini improved bass led indicator lightsmust have product for those who use google assistant frequently this makes my day easy for using1 google assistant services2 setting alarmstimersreminders3 play musiccast audiobluetooth speaker,positive,2
sportsoul cotton gym  athletic abdomen supportblue,249.0,5.0,great product,good quality,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,great product,sounds great thanks for great build battery,positive,2
sulfur best buy ultra dj sound blast portable best bluetoothwith super deep bass wireless rechargeable dj sound bluetooth extra baas stereo sound quality led colour changing lights  mini home theatre speaker support tfusbpen driveaux slot 10 w bluetooth car speakerblack stereo channel,499.0,4.0,good choice,this is good in sound but this is so small quality is good im see this is so big but so small,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,4.0,nice product,sound is good battery backup is also good and product quality is also good not getting any charging lock to save from water and product size is bigger in comparison with one plus z so its getting uncomfortable to using long office meeting,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,super,its a very good product plees buy it,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,worth the money,its a good product from maharaja can go for it,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,1.0,not recommended at all,only 13tb not 15 tb test if things good,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,worth the money,good product,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,brilliant,amazing product,positive,2
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,3.0,does the job,good product,positive,2
fashion tree tw12 steel toe genuine leather safety shoeblack sb,799.0,4.0,wonderful,good product,positive,2
prestige cleanhome fruit and vegetable cleaner p0z 10  230 volts food processorwhite and blue,2695.0,5.0,brilliant,good,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,brilliant,excellent product,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,5.0,life saver,this is the best product i have purchased i have not touched the flour since i have brought this for kneading its very very useful in chopping the veggies also its a must have for every kitchen,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,excellent,very nice product,positive,2
bosch sms24aw00i free standing 12 place settings intensive kadhai cleaning no prerinse required dishwasher,33990.0,2.0,expected a better product,damaged product,negative,0
bluechip bl43smarttv tv voltage stabilizer for led tvsmart tv up to 43 inches  set top boxroyal blue,1256.0,5.0,brilliant,excellent product,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,1.0,horrible,wast of money,negative,0
lakm eyeconic kajal twin packdeep black 07 g,218.0,3.0,does the job,good,positive,2
butterfly rapid kettle 15 litre  eco 750 ml water bottle,849.0,5.0,great product,nice product,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,awesome,the product is fantastic i liked the product,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,brilliant,its a very good choice if you had bought it its gives very nice sound effects and very good valuable product it gives me realiastic experience with comfort,positive,2
wd elements 2 tb wired external hard disk drive hddblack,5499.0,5.0,excellent,nice product its provide 136tb as listed the size is like a purse and it is easy to carry in ur pocket but we must take it care fully bcoz all harddisk are so sensitive and need to be handle with care,positive,2
pigeon favourite electric kettle15 l silver black,699.0,4.0,nice product,good delyvary nice product,positive,2
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,5.0,highly recommended,loved the producttoo comfortable for meseems very durable as they are still in great shape after about 4monthsi m a rough usera must buy if you are looking for bluetooth headphonesjust one thing to keep in mind before buying you cant use the wireless feature while gaming as delay is very noticeableabout 23 secondsbut while using an aux cable with ityou wont get any delay and a great sense of surroundings especially in pubga must buy from my sidebattery life is great t,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,perfect product,good cooling and easy to use,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,1.0,useless product,very poor,negative,0
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,4.0,good choice,its a very useful fantastic product when i connected with bluetooth with my phone and listened the song ek ladki ko dekha to aisa laga in youtube i felt its sound is very pure and very sweet,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,terrific,good and real product thanks flipcrat,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,terrific,very good,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,just wow,its awesome,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,4.0,worth the money,only concern is it needs a dedicated internet hotspot to work y,positive,2
bosch sms66gw01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,42000.0,5.0,mindblowing purchase,im so happy,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,excellent,best product in this prise,positive,2
wd elements 2 tb wired external hard disk drive hddblack,5499.0,4.0,valueformoney,wd is not as good as samsung or other brand but it is best at this price best portable hdd at this rangebut i suggest you to buy ssd which is much more faster then hdd or long lasting if you afford go for the ssd if not then you can go for it,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,brilliant,wonderfull,positive,2
fashion tree tw12 steel toe genuine leather safety shoeblack sb,799.0,5.0,must buy,i used it last more than 1 month now its rainy season it get wet daily and i used it also in factory as well as water testing zone but it has no defects till now i very happy with this,positive,2
inalsa fiesta lx 650 w food processorwhite,5039.0,3.0,decent product,after using in 1 month joints get slightly apart dont know why have anybody seen this in their product also,negative,0
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,simply awesome,nice deal,positive,2
bajaj fx 11 food factory 600 w food processorwhite,6505.0,5.0,super,dont think much the product is really helpful am very happy this will surely helps much in kitchen,positive,2
bluechip 100 copper bl72smarttv32amp tv voltage stabilizer for led tvsmart tv up to 72  inches  set top box  home theater  with 3 years warranty  100 copper black gold,1547.0,5.0,wonderful,very good,positive,2
flipkart smartbuy cfxb18 electric rice cooker18 l white blue,1599.0,5.0,terrific,will be good product,positive,2
voltas beko df14w free standing 14 place settings intensive kadhai cleaning no prerinse required dishwasher,31590.0,5.0,terrific purchase,before buying this this dishwasher we researched on various aspects features of multiple models voltas beko and other makes and finalised on this modelusing this model is as simple as using a top load washing machine simple quick and effectivewe have used 1 hour program for cleaning as we always had the habit of rinsing the utensils and keeping infact because of that habit operating the dishwasher has only made our job easytrust me after you see the vessels clean and dry you,positive,2
faber ffsd 6pr 12s neo free standing 12 place settings intensive kadhai cleaning no prerinse required dishwasher,29990.0,1.0,did not meet expectations,after a week we find a huge leakage of water from the base of the machine i raise queries many times but no response waste of money not so good im feeling dissatisfied i buy this to my mom cos she cleans vessels daily alot i need some help,negative,0
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,delightful,nice light weight and energy efcient,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,simply awesome,very nice product good bilt quality looking beautiful,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,3.0,nice,it needs to be connected to power supply before use there must be a batter inside to play it outside as a bluetooth speaker,positive,2
bosch sms66gw01i free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,42000.0,5.0,fabulous,this is an awesome engineering marvel by bosch washes dishes like charm it has intensive kadhai mode wich is much needed for indian households put in everything at once and you get sparkling and dried dishes out this model is the most value for money product bosch is a superb brand this is the 5th bosch machine in our family totally loved it,positive,2
pigeon favourite electric kettle15 l silver black,699.0,5.0,wonderful,very good product,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,5.0,just wow,fantastic product and nice experienceshould go for this without any confusionactually it is better than alexa device because this one have a strong search engine called google the experience is simply awesome try this and i am sure you guys will like it,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,fabulous,use full and good,positive,2
luminous vento dlx 150 mm 5 blade exhaust fanwhite,1448.0,4.0,worth the money,good,positive,2
dv engineering sturdy set top box standdvddthtelephone wifi modems stand for home steel wall shelf wide shelf iron wall shelfnumber of shelves  1 black,859.0,1.0,absolute rubbish,waste product no quality cost over high,negative,0
the sharp club sh2004bk steel toe leather safety shoeblack s1,749.0,5.0,fabulous,nice shoes thanks flipkart i liked product very much,positive,2
aroma nb119 titanium  48 hours playtime bluetooth neckband bluetooth headsetgreen in the ear,499.0,5.0,worth every penny,good product,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,5.0,mindblowing purchase,nyc,positive,2
wd elements 2 tb wired external hard disk drive hddblack,5499.0,5.0,greatmust buy,built is good speed is pretty good too go for it without thinking much also i bought cover and recommend you too to buy it along with it,positive,2
lakm eyeconic kajal twin packdeep black 07 g,218.0,1.0,terrible product,its hard to remove it,negative,0
bajaj fx11 food factory 600 w food processorwhite,6525.0,5.0,excellent,very good product no complain even after use of around 6 months lots of useful accessories demo available in youtube i recommend this product,positive,2
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,5.0,perfect product,wow what an excellent product im so lucky to bought this camera is very less price and its working superbly i recommend to all who want to try dslr in beginning level this camera giving you all what you want at initial level thank you flipkart and canon,positive,2
hindware ripple 90 auto clean wall mounted chimneyblack 1350 cmh,14299.0,5.0,classy product,nice chimni,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,valueformoney,nice one,positive,2
mivi fort s16 soundbar with 2 full range drivers made in india 16 w bluetooth soundbarblack 20 channel,1499.0,5.0,highly recommended,good product value of money,positive,2
airtel airtel universal setup box remote digital setup box universal remote airtel remote controllerblack,209.0,5.0,awesome,its nice,positive,2
wd elements 2 tb wired external hard disk drive hddblack,5499.0,5.0,wonderful,amazing light in weight handy pocket sizedavailability of space is 136tb which is good enoughinstead of 1 tb go for 15tb as extra 360gb is offered theres a good value,positive,2
siemens sn26l201insn256w01gi free standing 12 place settings dishwasher,45550.0,4.0,wonderful,delivery and installation took longer than expected,neutral,1
canon eos 3000d dslr camera 1 camera body 18  55 mm lensblack,30999.0,4.0,really nice,amazing camera such price range display pixel is low but clearity in images we seen in mob laptops etc best camera recommended for new users better than my nikkon d3400,positive,2
midea torrinowqp125201f free standing 13 place settings intensive kadhai cleaning no prerinse required dishwasher,25990.0,1.0,did not meet expectations,very bad product service is very bad,negative,0
hindware ripple 90 auto clean wall mounted chimneyinox 1350 cmh,14299.0,4.0,good quality product,product is good but installation should be freeand guide by company person abt installation is not satisfied,negative,0
rixen cricket net 20x10 feet cricket netblue,349.0,5.0,awesome,good quality product in in lilon fabric,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanbrown pack of 1,1349.0,1.0,horrible,very slow speed,neutral,1
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,4.0,valueformoney,awesome,positive,2
maharaja whiteline 65 l desert air coolerwhite grey rambo grey  ac303,7999.0,3.0,nice,air throw weak,negative,0
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,highly recommended,good for bachilors,positive,2
ifb neptune vx plus free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,41990.0,5.0,super,best product and maintenance is lower than maid,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,super,nic product,positive,2
wd elements 2 tb wired external hard disk drive hddblack,5499.0,5.0,mindblowing purchase,works good and does the work with decent read and write speeds,positive,2
sportsoul cotton gym  athletic abdomen supportblue,249.0,3.0,just okay,perfect size,positive,2
the sharp club sh2004bk steel toe leather safety shoeblack s1,749.0,1.0,worst experience ever,very bad,negative,0
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,awesome,sound quality awesomecall quality goodbattery goodnoise cancellation superbbdesign built quality premium,neutral,1
lakm eyeconic kajal twin packdeep black 07 g,218.0,4.0,wonderful,good product long lasting but not much smudge proof luks good overall worth the price easy to apply can be used both as liner and kajal,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,best in the market,fantastic read speed 130mbps and writing speed 130 mbps,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,1.0,waste of money,i reccomand not to buy this headset sometimes got stuck for 1sec gap this irritates me and annoying since charger port lid always open sweating got inside that mic in this headset is not so clearly audible while using the mic for phone calls i get to hold the mic region near my mouth,negative,0
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 1 tb external hard disk drive hddspace gray,4449.0,2.0,moderate,transfer rate is very less in kb disappointed with transfer speed,negative,0
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 2 tb external hard disk drive hddlight blue,5599.0,5.0,super,fine working tq u,positive,2
the indian casa cricket net 10x20 feet nylon cricket boundary and practice net green cricket netgreen,340.0,1.0,very poor,it is only one side i hate itthis is very worst product,negative,0
pigeon favourite electric kettle15 l silver black,699.0,1.0,very poor,not a good quality the lid is coming out when water is boiling,negative,0
ifb neptune sx1 free standing 15 place settings with germfree hygienic wash made for indian kitchens steam drying energy efficient dishwasher,44490.0,5.0,terrific,good,positive,2
seagate one touch with password protection for windows  mac with 3 years data recovery services  portable 1 tb external hard disk drive hddspace gray,4449.0,4.0,good quality product,good product to buy,positive,2
luminous vento dlx 150 mm 5 blade exhaust fanwhite,1448.0,5.0,must buy,excellent product but very small and motor power is less silent running thats a good quality,positive,2
wd 15 tb wired external hard disk drive hddblack,4449.0,5.0,brilliant,i got 1360gb but according price it is good i received only 3700 and 100 super coin,positive,2
aroma nb119 titanium  48 hours playtime bluetooth neckband bluetooth headsetgreen in the ear,499.0,4.0,good choice,best hai,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,5.0,great product,good,positive,2
crompton 75 l desert air coolerwhite teal acgcdac751,9999.0,3.0,just okay,damaged product,negative,0
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,5.0,super,gud quality,positive,2
oneplus bullets wireless z2 bluetooth headsetacoustic red in the ear,1999.0,5.0,awesome,superb hai,positive,2
flipkart smartbuy cfxb15 electric rice cooker15 l white,1499.0,5.0,fabulous,flip kart originally thank you in my budget,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,2.0,not good,google min was a disappointment most of the time it doesnt respond ask her to play a song and she will keep playing same songs again and again compatibility with gaana and youtube is bad,negative,0
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,5.0,terrific,bajaj ceiling fan speed good the motor power wonderful best product bajaj fan small problem only hit immediately hit only fan this only problem only,positive,2
google nest mini 2nd gen with google assistant smart speakerchalk,3499.0,2.0,expected a better product,it is not quick response moreover does not understand much i think alexa is much bett,neutral,1
boat rockerz 510 super extra bass bluetooth headsetmolten orange on the ear,1199.0,3.0,just okay,i think it has average quality sound but base is good in this price range mot important feature is i use it when battery is low and it work properly battery life is good,positive,2
bajaj fx11 food factory 600 w food processorwhite,6525.0,4.0,very good,nice,positive,2
hindware nevio plus 60  auto clean wall mounted chimneyblack 1400 cmh,13999.0,4.0,good quality product,good quality,positive,2
bajaj crest neo 1200 mm 3 blade ceiling fanwhite pack of 1,1329.0,4.0,very good,good product,positive,2
sulfur best buy ultra dj sound blast portable best bluetoothwith super deep bass wireless rechargeable dj sound bluetooth extra baas stereo sound quality led colour changing lights  mini home theatre speaker support tfusbpen driveaux slot 10 w bluetooth car speakerblack stereo channel,499.0,5.0,best in the market,nice product,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,4.0,really nice,its good worth for money,positive,2
sportsoul cotton gym  athletic abdomen supportgrey black,249.0,4.0,pretty good,nice for comfort,positive,2
eurodomo hood indigo pro hc sc fl bk 60 auto clean wall mounted chimneyblack 1200 cmh,7599.0,5.0,awesome,excellent product at this price the exhaust pipe provided is useless,negative,0
